,0,1,2,3,4,5,6,7,8,9
93,76,118,117,24,32,59,62,36,42,2
94,131,79,39,89,107,29,142,86,94,20
95,45,142,55,101,121,92,106,148,68,32
96,22,125,77,6,137,28,26,63,20,148
97,109,35,28,19,51,94,146,126,59,22
98,103,58,0,48,124,50,31,44,9,72
99,117,84,26,137,31,13,12,101,123,39
100,71,3,125,1,28,11,49,97,64,37
101,70,88,35,73,94,32,15,4,9,72
102,27,60,43,79,72,24,88,114,133,90
103,11,25,49,143,82,149,3,28,124,148
104,109,93,12,13,82,110,38,123,118,9
105,21,14,40,41,120,116,25,60,23,47
106,148,12,31,20,48,97,88,34,52,57
107,26,98,100,29,42,84,95,104,124,113
108,66,94,122,132,73,149,31,85,135,145
109,137,32,49,22,42,141,84,149,52,134
110,53,134,65,96,47,85,140,90,115,7
111,106,123,137,6,140,77,45,101,14,48
112,52,31,146,39,105,36,136,112,59,131
113,1,140,84,19,78,147,65,127,116,39
114,138,54,2,104,60,74,36,145,136,21
115,25,126,78,111,94,123,72,103,45,55
116,9,75,88,93,121,90,92,25,146,138
117,134,111,102,58,27,124,92,23,90,88
118,102,137,60,59,20,136,127,64,111,34
119,49,43,110,104,0,60,109,85,28,22
120,125,110,41,66,77,146,126,9,65,21
121,62,8,64,133,127,67,121,3,68,113
122,139,92,98,79,126,39,70,0,145,107
123,104,0,85,11,53,61,39,100,30,68
124,5,57,114,69,147,122,121,10,135,75
125,136,133,59,9,29,47,145,62,40,80
126,136,91,26,137,148,54,25,28,31,34
127,32,134,98,40,94,97,141,69,90,14
128,24,123,116,136,81,15,50,73,3,33
129,84,28,53,142,96,7,29,93,138,133
130,73,78,74,40,5,53,90,135,119,111
131,139,51,23,28,100,78,134,137,55,70
132,108,135,60,82,34,25,134,122,83,143
133,70,17,147,25,51,118,106,128,116,5
134,52,117,51,113,103,65,98,88,74,146
135,122,140,62,12,29,13,110,60,124,46
136,140,67,25,118,77,9,4,120,79,10
137,133,45,56,89,111,129,99,50,77,18
138,5,94,24,110,1,34,52,36,56,25
139,11,85,96,31,2,60,1,41,45,3
140,84,83,78,52,149,88,117,35,118,68
141,17,12,26,38,53,63,48,85,112,79
142,49,65,84,132,1,92,29,89,19,78
143,141,63,42,55,67,99,120,74,112,84
144,71,137,86,128,24,134,6,61,73,49
145,91,93,28,55,14,63,18,33,59,90
146,125,86,147,49,108,84,9,110,76,28
147,54,19,62,8,23,4,9,37,41,113
148,57,20,96,56,9,4,117,27,139,80
149,7,73,28,74,110,67,148,90,133,84
150,48,122,58,141,143,90,4,73,126,92
151,46,60,129,120,40,64,119,146,34,33
152,19,12,32,112,30,24,20,111,72,141
153,136,83,84,74,7,141,110,94,65,43
154,80,93,121,17,113,137,102,99,19,48
155,1,37,115,58,35,33,62,41,0,36
156,125,33,142,0,108,52,54,87,82,6
157,128,9,58,120,93,73,39,30,143,25
158,132,106,116,78,117,102,24,14,63,146
159,45,12,116,112,125,105,62,146,40,14
160,91,77,65,16,71,117,141,20,36,97
161,44,101,53,146,140,95,40,107,118,121
162,51,105,15,99,139,48,125,142,16,34
163,79,111,140,134,76,15,123,52,0,35
164,69,87,95,132,79,84,61,129,70,4
165,135,83,7,112,45,65,28,125,47,110
166,53,123,14,142,32,129,22,56,46,3
167,24,52,104,136,27,133,84,102,49,16
168,19,120,32,145,8,94,70,148,132,131
169,100,127,85,58,4,101,55,91,90,28
170,142,129,131,148,29,54,48,112,102,66
171,82,108,13,111,138,67,136,125,26,15
172,71,129,66,95,58,90,94,138,112,5
173,44,54,50,93,138,56,98,35,46,7
174,74,10,39,54,65,20,1,58,67,134
175,69,56,8,138,131,14,12,84,108,39
176,52,70,88,92,99,144,49,100,139,22
177,85,146,93,72,90,119,70,39,145,42
178,68,59,102,55,82,27,140,11,105,99
179,36,113,41,17,137,114,55,147,33,139
180,30,133,45,55,130,120,28,147,106,82
181,73,21,3,139,68,46,75,28,127,37
182,40,139,50,97,82,104,1,41,74,119
183,82,62,127,45,29,132,0,73,37,15
184,102,149,141,83,20,148,94,147,52,97
185,108,67,39,44,26,68,142,52,45,137
186,62,49,46,7,118,84,20,36,92,112
187,70,77,18,117,73,148,22,46,59,99
188,90,63,93,134,106,5,125,35,87,113
189,130,138,70,96,106,6,91,116,49,105
190,75,9,57,94,48,102,43,129,80,103
191,18,75,39,110,60,107,97,36,15,121
192,25,116,24,94,47,52,148,54,35,10
193,7,130,100,148,129,116,5,92,0,56
194,134,25,85,31,43,47,89,120,95,105
195,147,129,66,115,94,71,134,118,62,4
196,40,31,49,81,102,15,35,121,1,69
197,39,74,81,54,38,55,85,108,4,133
198,52,69,33,39,113,119,85,57,4,19
199,62,80,11,63,42,128,148,120,16,35
200,56,35,44,113,104,120,128,74,76,13
201,97,56,13,15,115,110,64,137,4,90
202,76,37,95,104,141,27,145,6,34,127
203,24,58,3,7,20,50,32,146,91,47
204,80,146,133,78,72,95,30,124,105,10
205,143,4,132,134,122,2,58,79,105,125
206,66,105,31,136,79,130,118,96,23,52
207,55,114,90,26,3,10,59,79,147,7
208,9,133,71,53,77,124,107,10,136,103
209,10,127,36,111,81,44,130,116,107,142
210,28,134,128,45,130,138,104,142,102,9
211,129,56,49,122,38,85,75,18,86,141
212,110,21,117,55,90,114,46,127,137,141
213,42,66,100,38,130,7,96,27,47,60
214,137,120,25,33,19,81,148,67,58,17
215,49,36,52,56,116,61,123,125,89,127
216,53,107,77,73,7,101,60,6,52,33
217,81,105,48,70,36,91,44,56,93,133
218,127,137,94,0,111,91,78,43,82,21
219,126,64,101,74,63,30,58,7,20,104
220,74,88,119,139,17,115,92,108,1,101
221,10,74,40,110,22,61,123,48,140,120
222,43,105,29,145,15,67,61,22,17,31
223,85,36,115,4,108,39,14,38,148,50
224,113,126,12,142,60,131,33,125,114,47
225,125,75,3,2,98,146,0,1,129,147
226,87,147,22,69,42,103,63,60,132,27
227,81,43,145,82,56,26,62,38,132,31
228,84,42,129,134,68,49,74,4,132,108
229,29,111,40,43,63,124,132,54,148,139
230,106,44,122,124,27,29,68,104,47,74
231,97,48,104,50,6,87,53,85,54,109
232,55,83,37,25,105,126,109,35,108,72
233,11,146,67,61,95,60,6,88,46,92
234,110,56,61,107,94,37,49,117,120,9
235,88,10,92,6,48,123,81,106,77,138
236,39,40,97,69,88,118,103,25,133,108
237,149,137,98,87,17,55,37,125,11,23
238,79,19,101,126,147,70,28,117,112,20
239,32,144,49,115,135,103,96,133,59,149
240,36,136,27,50,19,143,5,106,84,64
241,142,145,108,146,74,143,89,134,82,130
242,113,85,26,130,13,48,43,56,30,54
243,37,119,2,112,65,61,18,44,144,50
244,1,69,109,39,68,91,108,96,71,62
245,5,112,134,97,55,86,111,148,56,7
246,38,62,55,26,13,129,144,115,84,86
247,48,113,1,56,44,101,42,117,130,72
248,1,81,95,79,118,99,2,88,139,32
249,100,23,115,32,121,46,73,42,137,107
250,50,4,18,32,79,72,85,91,129,53
251,74,79,141,6,21,49,124,94,113,51
252,145,91,38,37,103,97,124,142,98,74
253,9,36,114,97,144,127,60,77,35,105
254,43,109,80,91,117,29,120,55,53,135
255,19,52,115,75,21,23,48,5,116,141
256,99,138,3,116,68,98,35,86,132,32
257,54,123,81,119,12,132,59,127,145,42
258,97,78,68,13,76,111,117,120,32,58
259,108,64,12,107,105,149,14,133,83,125
260,50,141,61,81,38,115,113,101,29,27
261,118,22,41,0,13,105,82,142,76,96
262,2,147,116,118,47,125,16,80,66,141
263,53,148,97,83,64,2,149,71,110,40
264,5,72,43,98,141,17,9,28,96,110
265,90,131,70,93,36,137,34,79,99,83
266,141,109,35,27,58,59,4,98,46,131
267,82,39,64,23,42,61,95,139,107,68
268,42,112,83,12,30,99,24,129,5,54
269,105,18,146,127,49,32,72,58,126,149
270,22,55,130,77,7,67,133,87,42,94
271,78,75,11,22,55,108,110,147,18,1
272,117,96,112,51,59,75,73,28,36,19
273,97,148,11,144,57,98,45,35,121,24
274,21,48,97,126,58,99,115,140,9,106
275,104,33,89,66,132,22,96,139,84,24
276,0,110,125,15,4,5,6,94,20,29
277,79,100,27,28,136,34,103,93,126,11
278,50,139,80,138,143,114,111,39,99,108
279,147,96,58,97,130,77,119,142,89,126
280,89,59,92,53,81,21,96,14,9,135
281,114,18,138,109,16,78,76,52,68,26
282,69,79,36,120,118,138,139,115,123,11
283,32,106,95,98,99,25,69,62,143,86
284,126,60,136,118,139,93,54,50,6,141
285,52,148,136,23,69,142,7,47,128,73
286,27,110,68,79,48,3,63,93,89,31
287,97,7,140,149,57,44,142,109,129,50
288,56,74,80,9,136,33,71,140,125,76
289,102,83,6,34,88,59,56,75,106,51
290,90,57,1,93,41,107,133,19,145,53
291,121,103,146,86,14,21,59,118,120,53
292,18,103,45,72,43,136,71,113,68,109
293,70,103,132,1,143,97,141,7,17,83
294,89,138,144,92,81,139,16,98,2,33
295,81,97,85,147,75,61,6,0,136,19
296,29,98,124,140,114,73,88,37,133,120
297,92,34,36,85,124,119,42,112,39,67
298,87,55,148,49,115,82,14,144,59,112
299,55,4,108,60,67,1,64,21,69,31
300,58,91,111,39,19,64,116,55,34,96
301,77,129,26,89,83,124,50,15,40,112
302,141,101,13,149,112,120,45,146,44,22
303,149,29,93,123,143,130,6,44,64,72
304,20,36,70,21,54,82,85,131,3,94
305,11,105,99,1,62,98,3,58,54,117
306,41,1,16,63,143,12,109,141,77,132
307,54,105,71,9,64,23,90,4,79,5
308,79,137,23,149,78,99,7,133,96,147
309,69,119,53,46,130,104,141,121,4,55
310,124,137,1,54,74,123,14,59,46,42
311,88,70,17,134,67,57,100,12,55,50
312,0,6,120,13,97,106,116,107,40,133
313,83,7,97,109,142,75,137,134,49,64
314,112,9,134,73,75,124,132,144,146,38
315,102,26,40,1,7,72,33,55,84,74
316,113,41,85,145,42,140,24,118,146,101
317,103,7,132,75,21,141,6,88,52,136
318,52,78,110,91,66,138,79,57,90,69
319,112,81,139,46,122,58,109,72,113,37
320,104,26,87,18,75,125,74,76,5,69
321,88,80,124,57,83,93,41,60,40,25
322,20,71,87,66,117,76,54,31,52,59
323,67,112,100,51,42,149,14,47,121,129
324,147,16,83,25,125,148,149,66,68,78
325,73,57,142,18,75,84,94,46,111,89
326,47,37,121,120,98,11,62,67,50,59
327,116,134,23,61,40,121,119,51,10,26
328,135,144,5,37,122,27,116,80,11,63
329,5,32,53,125,74,105,82,26,38,91
330,57,50,37,132,68,33,9,107,64,123
331,143,149,144,104,76,26,135,43,33,140
332,16,61,69,63,48,109,105,147,139,18
333,80,3,51,126,7,135,43,111,62,147
334,128,110,78,12,39,86,48,107,57,50
335,145,109,107,96,129,44,30,67,115,94
336,72,49,73,67,59,113,115,149,29,7
337,24,11,31,74,62,85,130,139,126,16
338,126,12,75,3,14,89,52,59,85,19
339,143,47,38,114,31,34,124,17,101,51
340,29,63,1,131,81,107,145,4,133,93
341,132,88,28,72,103,56,77,96,17,93
342,100,44,94,118,92,119,78,98,130,127
343,125,44,13,116,69,79,9,54,65,129
344,142,116,20,131,66,101,127,111,24,130
345,105,21,23,131,14,87,134,2,15,35
346,37,7,58,66,27,41,101,45,74,5
347,76,8,108,27,67,86,117,127,65,146
348,104,28,138,18,130,44,86,16,27,112
349,2,63,103,59,57,93,74,39,3,55
350,6,128,34,72,100,41,133,53,37,132
351,141,55,14,56,115,138,139,95,99,87
352,107,100,131,134,137,149,93,22,90,67
353,109,38,57,44,40,65,37,13,60,93
354,51,75,34,22,0,81,140,30,134,119
355,69,25,3,109,30,66,101,142,44,26
356,3,55,45,67,60,20,61,119,70,82
357,32,79,45,127,70,128,71,90,75,144
358,87,29,17,70,10,122,2,8,106,49
359,133,38,57,65,122,105,32,47,11,115
360,136,82,49,123,44,64,74,11,101,95
361,95,49,81,78,92,68,63,122,149,56
362,40,5,136,32,91,104,92,4,107,101
363,84,30,64,52,72,19,110,125,42,62
364,15,77,120,50,65,62,32,63,118,59
365,31,102,91,92,51,61,112,13,18,122
366,62,123,148,67,84,13,77,149,120,16
367,50,38,26,124,31,142,109,105,43,19
368,54,18,13,11,6,90,32,27,40,135
369,83,36,62,18,38,110,51,84,76,113
370,125,31,37,28,61,15,105,123,88,74
371,54,60,29,104,45,137,93,41,7,32
372,52,107,133,88,97,115,148,17,110,83
373,61,135,95,1,115,104,11,13,144,109
374,51,129,125,71,14,27,121,111,30,113
375,11,95,102,94,128,132,144,29,27,17
376,117,8,36,135,70,34,4,11,60,6
377,101,77,70,147,58,5,118,37,90,85
378,59,55,36,100,92,124,125,54,128,77
379,132,79,86,134,3,30,72,114,6,78
380,102,25,16,36,144,37,129,81,63,84
381,53,13,31,76,20,22,36,128,148,98
382,110,138,47,9,87,33,140,84,32,31
383,18,0,120,5,125,4,69,63,68,26
384,14,35,2,90,74,87,68,105,38,93
385,48,73,54,120,57,101,106,7,112,61
386,98,132,112,135,139,69,18,9,83,77
387,57,65,73,95,100,53,72,103,6,109
388,135,27,49,10,48,148,104,123,5,23
389,55,12,79,10,78,80,27,49,26,140
390,7,4,16,73,38,12,52,103,100,105
391,131,61,23,22,21,112,31,43,24,123
392,111,149,1,110,88,63,50,132,10,89
393,80,36,103,64,87,56,41,116,2,78
394,91,112,4,62,7,69,58,105,21,123
395,130,34,46,5,143,37,66,138,116,70
396,25,138,64,134,20,67,84,36,120,45
397,129,113,143,84,104,95,121,130,15,57
398,8,148,109,47,112,110,77,125,14,35
399,45,14,73,111,20,33,57,38,148,122
400,53,94,103,89,0,15,123,148,78,22
401,52,85,115,73,47,80,5,74,21,89
402,35,50,0,120,106,27,129,13,137,71
403,107,102,15,42,91,92,25,34,87,98
404,114,101,73,53,15,26,116,70,45,64
405,3,81,1,11,149,58,28,127,10,114
406,118,3,74,60,81,103,31,45,140,70
407,63,44,140,112,143,6,141,64,22,37
408,80,19,117,114,52,49,36,124,33,87
409,147,38,56,31,76,9,37,88,3,49
410,2,49,51,77,149,52,27,116,115,25
411,65,1,30,102,61,131,32,23,129,130
412,7,28,134,75,111,2,57,78,132,118
413,90,48,100,91,114,105,81,110,54,23
414,4,96,84,121,94,115,108,34,66,142
415,47,141,107,87,100,117,90,52,7,55
416,140,98,96,132,88,12,55,137,73,85
417,9,84,124,128,12,67,130,107,48,53
418,9,144,96,36,77,47,12,6,107,66
419,108,109,36,58,116,10,57,113,55,47
420,121,115,104,19,52,85,88,8,78,140
421,100,133,16,18,72,108,130,20,139,144
422,55,23,119,9,129,94,31,141,128,6
423,102,23,51,100,85,91,77,114,119,19
424,10,132,101,18,48,116,146,1,108,47
425,54,94,104,112,82,16,12,125,137,129
426,102,4,26,82,134,137,48,133,59,51
427,112,87,74,86,104,119,14,53,147,81
428,139,34,101,138,76,137,50,117,131,48
429,118,46,105,57,125,44,17,66,25,117
430,34,13,3,147,84,9,140,121,130,112
431,69,7,90,87,29,149,80,54,146,104
432,145,116,111,97,54,30,7,13,25,19
433,47,123,146,0,26,102,17,27,107,18
434,137,94,124,101,142,10,91,108,116,85
435,109,107,64,60,114,68,52,136,98,138
436,114,81,10,70,1,101,119,37,67,85
437,54,91,110,94,65,139,53,75,74,97
438,109,20,139,83,70,11,36,78,93,59
439,84,107,143,34,13,95,61,93,99,69
440,77,23,83,143,110,72,106,74,57,17
441,84,140,125,123,97,22,110,147,32,96
442,21,12,107,50,36,110,136,66,102,41
443,87,6,57,4,65,24,142,75,41,20
444,39,73,93,132,128,94,69,71,50,72
445,148,93,108,142,8,36,66,112,48,45
446,138,43,114,95,102,66,4,100,106,64
447,61,95,114,128,41,108,90,25,112,63
448,5,22,46,100,21,70,116,33,15,93
449,77,50,17,117,127,79,52,120,53,26
450,88,7,1,16,13,148,18,43,110,94
451,143,26,32,114,81,121,1,7,140,98
452,133,60,80,148,106,127,30,16,66,63
453,74,145,25,56,116,43,95,61,115,72
454,146,145,107,52,141,112,125,81,109,97
455,108,120,56,17,147,65,29,22,47,134
456,81,39,102,76,1,20,124,94,60,86
457,102,106,127,31,142,144,122,47,63,14
458,111,72,0,36,44,51,110,9,112,46
459,18,21,129,117,32,46,112,99,141,111
460,105,75,49,7,68,64,28,148,56,33
461,146,43,10,50,60,64,3,19,83,112
462,58,64,22,13,110,141,27,145,9,85
463,141,96,84,14,46,44,0,91,5,100
464,60,103,89,19,102,38,13,136,55,135
465,50,20,60,129,100,81,25,119,33,87
466,26,118,21,47,56,46,92,88,104,123
467,80,121,82,20,33,123,119,13,40,114
468,76,100,117,41,130,48,9,95,145,72
469,13,71,47,108,3,148,130,78,125,1
470,20,108,125,131,65,0,5,48,33,68
471,125,30,65,114,143,87,140,67,35,37
472,18,133,145,121,127,98,84,99,140,111
473,26,3,115,9,98,93,102,46,122,36
474,38,104,3,85,15,97,32,82,75,68
475,89,149,93,81,136,21,117,69,9,17
476,110,65,102,2,130,18,34,73,14,27
477,148,63,139,44,47,31,16,117,55,86
478,29,122,14,146,80,63,10,25,87,88
479,91,115,63,123,24,133,14,90,119,40
480,68,18,62,149,78,122,89,107,65,31
481,32,79,145,87,98,148,88,74,107,118
482,101,30,132,105,12,111,67,58,20,86
483,144,105,99,143,122,79,102,28,111,17
484,52,147,71,69,60,53,66,75,81,141
485,125,111,149,147,121,21,82,16,138,115
486,33,99,138,75,58,93,85,22,53,14
487,55,71,98,46,103,91,105,4,112,57
488,133,138,50,144,2,85,148,119,108,49
489,25,0,12,29,83,22,101,69,87,26
490,68,28,103,87,137,47,50,63,46,110
491,62,114,35,123,100,91,85,48,63,80
492,94,21,29,128,142,46,90,38,93,98
493,45,25,80,19,41,67,143,118,55,30
494,20,35,94,96,129,122,30,47,144,110
495,35,43,36,18,17,126,78,146,40,99
496,92,2,81,121,100,32,108,91,0,98
497,82,90,5,8,61,127,149,28,135,23
498,93,128,86,76,73,85,111,110,28,90
499,93,141,109,22,130,74,63,94,121,144
500,38,75,104,35,118,6,88,110,99,67
501,132,64,29,66,128,92,37,134,114,26
502,38,74,2,52,35,117,105,106,120,93
503,106,97,90,66,58,37,144,133,44,1
504,144,46,132,143,36,66,68,9,109,70
505,51,66,108,52,112,106,94,71,92,138
506,16,98,41,112,46,87,64,93,48,18
507,108,109,13,132,98,94,120,12,131,19
508,53,13,22,104,65,3,45,146,129,4
509,89,137,10,80,99,120,103,84,5,15
510,141,72,12,50,126,26,40,143,30,102
511,101,38,14,82,9,126,123,104,47,70
512,38,143,78,52,107,34,17,132,126,6
513,58,85,92,125,129,94,63,29,40,24
514,69,28,35,86,75,143,78,24,83,13
515,13,64,127,81,105,120,3,23,30,111
516,79,132,126,102,62,113,144,114,105,81
517,86,122,107,104,74,139,124,70,113,136
518,45,102,149,39,53,136,117,42,110,133
519,22,120,35,78,107,52,15,61,114,55
520,89,75,23,39,93,145,131,132,84,13
521,125,29,108,73,1,122,0,77,141,26
522,25,33,4,9,5,49,20,24,34,116
523,76,58,139,49,33,102,135,79,7,67
524,18,63,66,33,96,74,142,148,139,101
525,6,106,66,87,50,141,35,55,122,63
526,125,18,44,78,94,9,62,123,17,149
527,13,39,58,53,65,68,19,17,67,93
528,56,69,90,42,55,72,60,148,14,142
529,33,59,19,2,7,23,105,40,128,16
530,138,123,144,145,87,16,4,53,119,36
531,93,33,84,148,76,6,118,0,50,138
532,34,63,39,5,96,83,27,44,40,88
533,87,115,86,146,4,134,71,35,65,46
534,55,80,91,37,111,139,62,144,135,89
535,38,122,26,67,39,140,83,96,114,60
536,123,89,60,79,81,90,40,37,4,48
537,83,140,24,106,32,81,43,46,115,137
538,79,131,107,32,138,65,62,126,82,74
539,85,9,134,118,149,123,45,143,24,104
540,111,74,16,86,2,95,90,135,91,144
541,138,131,100,141,76,116,22,46,135,143
542,47,18,140,88,98,146,123,5,79,119
543,31,131,52,40,10,25,96,89,71,46
544,43,147,26,139,36,137,133,82,85,103
545,134,81,46,99,9,37,143,120,111,73
546,90,9,15,147,115,39,52,72,141,28
547,133,57,135,53,17,141,69,9,108,120
548,78,71,30,145,20,47,135,91,57,34
549,72,62,13,130,32,18,131,129,9,80
550,33,88,92,149,57,74,49,40,45,62
551,97,76,114,144,26,40,66,45,122,146
552,107,26,79,3,27,25,146,17,117,113
553,133,147,119,51,99,111,67,60,88,84
554,5,103,147,84,145,52,102,1,0,101
555,20,30,5,43,35,58,68,147,131,17
556,112,143,76,50,81,40,86,124,66,48
557,143,99,3,121,15,14,84,117,16,26
558,6,107,0,38,73,12,125,9,106,48
559,93,144,15,135,25,110,17,118,56,67
560,67,103,50,96,114,115,78,126,48,9
561,148,6,23,122,21,68,10,127,26,37
562,65,142,46,121,112,13,76,7,62,135
563,48,67,115,55,141,139,70,85,18,94
564,139,58,77,75,29,90,41,63,10,16
565,142,62,45,43,120,106,94,102,121,124
566,88,137,132,29,123,63,104,17,32,122
567,50,146,84,92,94,108,66,17,103,133
568,52,91,61,47,110,87,89,143,43,71
569,77,60,138,43,113,42,48,120,94,129
570,73,64,127,44,96,128,66,51,9,129
571,97,98,100,55,116,104,26,136,77,23
572,121,90,62,134,12,132,115,24,97,82
573,73,58,134,51,22,148,103,80,43,85
574,55,79,132,135,117,3,96,100,125,71
575,8,68,116,131,129,26,65,117,144,14
576,94,138,86,42,14,108,48,96,5,44
577,67,62,80,129,2,12,76,131,112,108
578,48,76,144,113,78,8,77,19,42,72
579,102,92,135,1,125,21,18,104,45,87
580,145,3,71,128,41,119,111,89,48,112
581,120,119,71,66,50,49,113,111,104,76
582,70,55,142,100,87,2,109,45,67,131
583,39,63,47,58,106,31,74,104,132,123
584,49,85,122,18,61,20,100,123,38,147
585,108,13,0,1,106,126,127,75,67,77
586,71,70,21,46,142,107,119,35,50,39
587,78,2,103,28,97,145,40,109,79,47
588,119,65,18,122,11,147,146,77,41,6
589,14,89,60,18,10,86,110,39,100,97
590,111,57,103,34,110,47,36,29,8,62
591,75,79,35,70,4,55,129,102,103,128
592,76,113,140,16,64,137,52,115,9,133
593,90,135,149,93,106,81,41,116,60,95
594,8,124,82,125,63,62,102,85,109,105
595,30,65,66,122,112,133,145,113,91,44
596,21,84,38,105,98,146,134,53,93,95
597,40,48,50,79,143,80,9,85,15,28
598,128,2,65,5,84,53,104,69,133,147
599,6,61,148,3,51,113,95,137,20,130
600,127,138,109,99,35,15,108,142,60,112
601,35,30,70,100,8,129,37,49,133,105
602,85,27,39,115,40,136,146,24,149,15
603,39,89,138,21,98,31,26,58,131,7
604,91,119,125,8,67,10,141,145,112,40
605,11,106,38,92,53,99,35,54,72,62
606,120,126,115,116,127,20,65,110,128,108
607,10,133,18,107,72,52,75,142,79,128
608,54,91,83,6,127,12,0,148,30,116
609,31,5,26,86,34,83,16,48,45,62
610,96,47,14,109,125,80,42,4,140,77
611,102,113,72,54,11,122,145,25,37,38
612,48,134,7,106,138,79,0,101,89,67
613,88,63,118,11,119,3,18,35,53,28
614,108,3,19,103,9,57,42,68,135,40
615,106,24,124,4,37,139,130,10,61,133
616,11,22,69,61,145,43,100,41,7,121
617,123,111,75,29,112,140,98,53,130,94
618,130,41,144,15,149,107,135,87,99,79
619,63,28,93,46,89,57,141,132,66,99
620,109,147,114,148,48,53,46,36,149,78
621,50,30,13,143,103,137,60,45,79,36
622,21,106,39,139,137,69,65,56,86,18
623,80,2,86,128,45,27,26,130,8,40
624,45,111,1,88,136,82,33,125,74,113
625,61,50,77,45,133,88,51,110,84,74
626,49,143,111,36,34,14,53,5,59,57
627,48,64,44,19,77,22,86,87,33,90
628,80,103,135,96,146,102,148,97,116,113
629,134,17,82,77,64,86,118,72,34,2
630,138,63,83,74,148,4,126,86,129,133
631,45,144,78,91,42,94,61,27,74,120
632,70,42,88,147,0,23,114,120,37,52
633,80,55,12,30,91,140,9,42,90,11
