nu,kappa,omega
6.778850176883987,0.8449484663489297,-3.323592750816328
2.6787501809172283,0.9917926965816103,-2.322086650705146
0.06533158620966804,0.26403084165541707,-2.2138275138453096
9.2269540551951,0.25033279786407464,-3.290658228141303
7.748013530536886,0.6941408843331376,-3.326268697699931
6.536880199371645,0.1053398262582149,-3.628026465818868
5.9593114600007615,0.9357804423189586,-3.3825509911731038
0.9685339814444144,0.23007763715913238,-1.7430413660579651
9.951975290356396,0.019326163431545147,-4.466239117308681
6.6159298840566345,0.7286399664682333,-0.8732246234502783
0.21000983390721162,0.8064412145472935,-3.36229802115489
6.534942553638078,0.7161346017364193,-1.344121788263936
4.675586701775427,0.3920550681110434,-1.4053512399837453
2.328520304318207,0.3829835006272159,-1.4398292106850767
4.132078314087332,0.42182437262312455,-1.8158953690294113
1.2892526888011984,0.931827576507898,-0.9186922815099657
9.275250341744233,0.6523919644623706,-2.416611782473815
2.193738276140237,0.7502602752813998,-2.4130544924267663
9.434063867784086,0.017956923962259466,-2.810734001500203
8.832341304812884,0.7694832150933848,-3.500939101399359
4.928995070954685,0.9376872118728165,-4.007890070805439
4.0148015170848375,0.8333197608116023,-3.811265005434479
6.740653895767403,0.10633619349839978,-2.2227984957402667
6.738999857484164,0.08162906232591022,-1.7217424348101007
3.5970799718684066,0.26727239821470217,-0.8719670869451728
1.0646049365931822,0.4881616344528967,-4.037639545738148
9.292536220541658,0.9671598082989643,-2.6155401820339144
6.751453479282512,0.5317481577704236,-4.822600989722436
2.457205921611553,0.5270379823183909,-3.849607493622653
8.462184020540446,0.590438893468727,-2.201807325128537
9.277857447013549,0.9665445926368482,-3.463921353274457
4.385747204422573,0.9651615746640874,-1.5459243397289035
8.20431756818339,0.481323089466523,-0.9659525432915914
2.820200889031997,0.3082807255809674,-1.055407899881173
5.7295550580079535,0.10081531085458578,-0.9043814180306367
4.970184573842913,0.8736925188914558,-4.633447788438231
4.510192104600497,0.9965687373554102,-1.3388631457796978
7.373693221165487,0.301238988456502,-2.61782140886332
3.0454442488422155,0.9304885790567543,-1.079987598668704
1.467452899608857,0.9065940314802191,-4.588013745743855
9.616223919146051,0.7073886440371989,-2.7197703970358993
7.4450682550470555,0.9655538117071211,-1.0709009687706652
7.709970455582794,0.5313839071102139,-1.1074844260125087
0.449936144212169,0.05437378767571673,-1.3699843108395606
1.0667707371302872,0.49714682743674565,-4.422774138919816
9.026593744964813,0.4106537754958837,-2.220536395032292
7.282856677455192,0.25767137525276257,-3.2101926752298113
1.7748578920808653,0.36528848392404434,-2.7947874561659165
9.604518235905324,0.802047332164591,-1.8517765553523775
1.2666085192796703,0.9420664488492649,-3.6430604572029024
8.773458236005222,0.2526554667213704,-4.1857583038948825
2.7988140964264847,0.0963061618086809,-3.486300551325598
8.753166832388166,0.9723275342978817,-0.8276783173428163
7.507538875895573,0.8417521705386687,-4.267894222731938
1.3234184973002743,0.7226521982079496,-1.720186587297304
1.251048727029738,0.5735822499259706,-4.899011091264182
8.702350038033382,0.73910774594372,-1.3901275032940144
7.968937733298626,0.7952626784965965,-3.232687268939725
8.615475522759775,0.32491013678929065,-4.501016619601992
4.223094082670096,0.5933379014651401,-4.779986553350245
1.0652018167755815,0.6220345839612781,-4.197777273043168
2.0024167782606623,0.7702166972047731,-2.287707611308887
2.3912019087325973,0.22557816941539865,-1.4566840546509714
1.0258988890775849,0.6782382641828179,-3.970418137905181
9.627953804737139,0.01911045899608731,-2.3207239809512723
0.14138179505209245,0.2612873097886423,-2.781129868335482
6.097529266041905,0.4517203209458235,-0.7045003965079151
2.7736396053847456,0.3796995032287952,-4.927260008252288
8.080030521179387,0.5329525752566492,-0.9362316471420377
0.34663939987855613,0.35183663491486433,-2.037246874536584
9.40514758407766,0.31172886173116976,-2.265116212949773
3.259932371896108,0.1872487458519467,-2.928401810539655
6.8034272153954625,0.8518328729325328,-3.4999235623752916
9.62783609450737,0.31241200584388495,-3.184339023628906
1.3386445893102117,0.5087287958791711,-3.0950070085303083
1.4321692977807083,0.5709711440624045,-2.0959688805039867
7.540972601056918,0.3327088277146532,-2.5845045879961486
3.7967324416408412,0.9726723297170525,-2.087418475753794
0.25822640383932344,0.41893057538275036,-4.037005169123013
3.0481004316553757,0.9263998896513879,-1.5100988658466616
6.727349758877662,0.7368637831584719,-0.983620005882002
6.571050916803001,0.34256118419814896,-2.455431439876595
1.0092712987322232,0.5950811548577095,-2.9839568102242975
0.28176167643909156,0.014241981425904464,-1.0973048427261574
1.629349270625359,0.2459485917001914,-3.9259560673296146
1.807476451100597,0.7177875916575722,-2.59370247657974
5.633957248259504,0.9203033659288079,-2.2412552070639222
5.882766752190231,0.20578124325778463,-3.3142004533692764
1.6611932119427415,0.7956695026290852,-4.250031326032549
8.766070464855188,0.01638872979746188,-1.6816751271162926
0.4569836936332942,0.3022024641354605,-3.7712861419575416
6.37549738549311,0.1509036158531528,-0.9411200690341256
3.562852676138579,0.12767234242459735,-1.8830737349058464
6.323471144753717,0.4798722228307124,-1.8407968799698518
7.541679224250727,0.27764122669294106,-2.601913202856038
7.683281363736619,0.19668296099828414,-2.459878156151996
5.935957478582704,0.969391096675336,-4.561659757840484
7.4055890738977785,0.6717085643120386,-1.170305904439687
7.417240015079607,0.3303305613565664,-4.331280276660287
5.9523884789114865,0.39618818369051023,-3.6485200232270847
7.640008363952876,0.39289913110010605,-0.8137980887660311
9.78941145784273,0.853751406606421,-1.6508987859578599
6.704013771544716,0.4188661287087652,-3.0751174917540167
5.797202008840097,0.04465097991125763,-3.4866931170470132
2.6508689523174187,0.4831880543390105,-1.713439580345922
9.34363552635514,0.04647327697556292,-4.936083179939157
7.3189465314031885,0.8674171431494835,-4.607770526668618
6.622774666221009,0.9298061728446784,-4.367653301315184
7.749966753493079,0.854687029540698,-1.1241677197723867
0.6439974607653789,0.39077078034662266,-4.065575348447222
5.165833990393138,0.5948223311267306,-4.178668333501643
7.372755753939486,0.45380878872478875,-1.7220521094492538
4.668385929590099,0.46022359869976903,-1.8027342232564507
1.7332582139095343,0.5578855374904087,-1.9140174572948387
5.168451814741546,0.7824371911723328,-2.6071033288719
7.003103912258583,0.6177182142933577,-3.8342269860855325
6.21859220874643,0.9534559488005483,-3.2288728721508333
6.3869558004276294,0.45664796152448905,-2.164440543084343
3.9934898948937385,0.5002400918937909,-4.840896714565576
9.328765011275609,0.34833148675099895,-0.687131346316559
4.456080003366305,0.5238485221777537,-3.4712439087467613
7.169616809298245,0.6715480772945677,-4.034054519727607
9.919295929023153,0.6756799234157301,-4.7437571641716545
3.9101756770709377,0.6530102583926419,-2.932598152489245
1.3883113323119682,0.7084420552437035,-4.512199071067517
9.323661999345582,0.6164009743429285,-0.7561975233495621
7.44708170763618,0.26651968489536,-1.705063122978737
4.522308318997922,0.5701051315371694,-1.8764057259482947
8.970204620350097,0.8042415908757421,-4.538705552866129
9.262316981000211,0.2580358631211576,-4.708191680097203
3.6482968327797973,0.18611449529509622,-1.282718789934873
2.357271241854208,0.6061904110388332,-4.894302294221333
4.298783104515116,0.9317667139395532,-2.6466842685942606
4.674321126263789,0.8381746784276146,-2.619113904241365
7.508130933837433,0.39195353677887085,-4.376733188469296
1.1276010706443584,0.5373971017714758,-4.302088033081975
0.8587869878216001,0.9290828579654381,-2.984128191540125
9.118641282033634,0.4072232703875784,-3.100714589542004
6.188417877277288,0.9456554086474704,-4.366493753674678
6.810476448827095,0.3532644374417714,-1.0273313056915767
4.028515105242998,0.37567611093520514,-3.709420319351511
5.939225546636998,0.253914025102682,-1.5031025157306517
3.8059024453635706,0.01094414239495429,-4.511215433908753
5.832218680585702,0.5905801444390599,-1.8233685622580875
3.4257900350479398,0.61653373024559,-4.149650328492394
9.097244607109275,0.8136486614448074,-3.3647277479997815
2.1208446531269227,0.4457882916997467,-4.903430851784979
3.9641595968566303,0.12487796809671801,-4.595727949097884
9.624472513158892,0.20479371323051943,-2.6637753769432657
5.545870802387841,0.2363202338423167,-4.2317823518713755
1.904336136469865,0.8735805625595151,-3.140422896441301
5.121535230869374,0.03924128766042928,-2.365585508368937
4.240145840958064,0.3381419483021863,-4.807551302178769
1.283913952820674,0.754969312071758,-4.97743947861097
1.5290925618425903,0.05916529702735995,-4.802158774909346
6.388486476216826,0.26266500466194453,-4.950238865747537
5.499211094688101,0.7362389377973413,-1.4939715747814863
7.523240621836953,0.41099355208211874,-4.522806535654759
3.249382187953387,0.32968689844886534,-1.1855402980340841
2.4313436218356026,0.3468433209892886,-1.0872968515893582
7.992820146857919,0.9356106891507011,-3.357782430619869
3.7752826771124357,0.17261257526799417,-2.6063093147370737
2.691585785872507,0.9266809227321128,-2.4918092079271394
2.4075641748175896,0.1404233680387947,-0.763138419808784
4.951658495258339,0.10088578937800041,-2.162448876858794
7.736973038674634,0.9076475106535081,-2.8453662440161156
2.8060788967964814,0.6535552124085118,-3.945578812156822
2.003865356114364,0.13486615747273098,-3.6203063930403245
8.522230240371437,0.3785103773869915,-1.484614960887216
4.3413988665059,0.7953547308426573,-4.366018170972169
3.248836088259008,0.9852450682956359,-1.9582408086392105
7.275593693810604,0.6984672477338655,-3.244360687083089
5.152642009003183,0.4437715688054142,-3.297409627801403
4.31892127326276,0.8492905711772497,-4.964985046739332
5.004033245409381,0.8193097560177085,-1.8645594563694208
5.124330888660529,0.9826389009200706,-3.4251311291489324
9.576278718366204,0.5208168972190532,-2.513307120282028
6.6749180268344075,0.11845021562888956,-3.118221748563116
7.570870758127773,0.18434493057174353,-2.4157766976461157
5.0043983007306165,0.49367174361185767,-1.6288213461956813
4.292206798950673,0.20142822389901532,-4.243896382531704
2.038788532869541,0.604892928400714,-2.340759496227606
5.258829830057676,0.4696482761143746,-2.0706137032344247
1.7396420753502002,0.596941281704228,-4.905695319176738
4.892672340549382,0.798356265363771,-4.542111590332523
0.3604210838452171,0.6956788593089611,-4.14259560458936
1.4898954786124055,0.5533823692786302,-4.169540565274024
1.0228573869278206,0.8875363631441624,-4.268741021055513
5.549962113398832,0.5210020506848437,-4.405923003722241
5.269551199275239,0.18823863043793765,-2.2102861877363007
7.952228086384093,0.8147887179550177,-1.7628630830008
3.011012789769099,0.04337662296770687,-2.218360166050933
8.522079170742721,0.7922272720901755,-2.3230044500819447
5.578019587259783,0.36790736655646206,-3.366903220168516
3.534403076462582,0.4952871898958788,-2.2726092196186802
4.414800489565579,0.1046095876529765,-1.750256681151011
1.6470917022911067,0.6367861802839391,-2.3182324577987927
2.9872594159568697,0.14693703000896363,-2.101313018933413
2.8087597480056377,0.35409623690810427,-2.401864942799652
4.564285446643053,0.9440305803899803,-1.866769432204098
3.610350863143832,0.36221242411848026,-4.59241246676298
6.098099560697231,0.8277518582548248,-4.309400203327585
4.803346698308684,0.8289664308950169,-3.5062185234282186
8.89862780331408,0.8768511146515617,-3.5209749231636165
5.674896843831054,0.2677177565665375,-2.568574670182015
5.705165731019312,0.6064195823693789,-3.77933689529791
4.774203457380996,0.5440105509209724,-2.289725003892662
8.935756895527065,0.7017913721843306,-3.059351055785885
3.861286802679109,0.5122052064623415,-2.2474494149282203
7.633674299214103,0.18511944246591114,-3.3599437141898627
5.555192223919907,0.8549862726492455,-2.271018237659549
0.5762450505910094,0.34433288498005943,-2.0826020139392867
3.892084861509622,0.2279694508779431,-4.98762658465433
6.629433365775754,0.45682517124495975,-4.923900334170554
7.731917580602689,0.43891636229636055,-1.4271486114115115
2.3493311530075736,0.2567462632783793,-4.047927607002769
7.567384068681551,0.9767481369396049,-2.456841885970275
9.71169936333914,0.861154240747838,-4.368855484193536
0.13764757586049403,0.7826493032396642,-2.3642502229871547
6.146387713334213,0.09037155431818591,-3.9390533240704615
4.729810035780742,0.22366678790586272,-3.085884843835794
8.338949567043754,0.4626864132044453,-2.103224965296831
9.015444866313535,0.4462787783427117,-3.4401714887076573
2.8966964491108094,0.3546369365002668,-4.633410960716048
0.6460725511601779,0.6408663608419309,-3.7201259283521453
4.025652798865794,0.8718722589235935,-4.202362182440771
0.8084835637405815,0.6887696861937785,-3.2740854052291914
8.072920891519994,0.9987128231200326,-1.6843505435588648
7.02114912240293,0.6703222674824224,-3.618674936687238
2.8676354323935396,0.010843028290919491,-1.8750722764515617
3.3618237469894563,0.8457206857991573,-3.550584862599901
2.0702414044784647,0.1826238035248186,-2.190791214595493
2.6080580392981028,0.02370776450965248,-1.0896628323235373
4.7846717366138485,0.8935909224586123,-1.9626248998686353
1.12904699003777,0.9513345767012806,-2.378140285380363
1.3058997067161564,0.11371100495659678,-4.4479931391701095
2.821802615869693,0.5852899207152317,-4.6075342961478
4.466864906589436,0.39191502969079867,-3.2824883131130154
5.209624113822483,0.08702012994634314,-2.6512915941212216
0.060618258381252635,0.8224791741906342,-4.265556504150407
2.310265324442608,0.765484715423296,-2.211912115152595
8.580898803637984,0.7170878126550365,-3.8723374638184143
9.49402905516256,0.22082565750197458,-1.3294502749242587
3.035254885639618,0.42110756954666384,-2.9148112170859073
4.369228022237786,0.513372364874256,-4.609897361248497
3.7358979056061923,0.4165366247329369,-3.124448286421621
2.998724833246833,0.027751513011749863,-2.2704006723956356
0.7446186280277631,0.365775147939927,-0.7815740122310504
8.558427273061136,0.07218631298789022,-4.178211351356694
6.520051979839051,0.43333535603076656,-4.972901389363383
9.397081245481083,0.23058976840455048,-1.2549954915821508
1.4489167285951738,0.2909061617869617,-3.528211759746653
7.7920582703354295,0.10501547061515452,-2.1878041653169986
4.372252487487738,0.560818901809878,-2.3735639217937945
4.582585615813733,0.5530922667759586,-4.017444038706644
4.447508603932513,0.1608543492861641,-4.434653254348053
5.855199465310618,0.11626453547951408,-4.560495258283441
1.9936827044717043,0.5908921330011726,-1.374852064823521
5.928247765389107,0.103503753061154,-1.7392587594001752
9.239034246413446,0.374420218308648,-2.104093140959162
9.749780469195823,0.9165823282057977,-3.4500180925857564
7.860117959128951,0.7269307765120938,-3.350188669247112
3.021063138395744,0.6928366771734207,-3.6996244915433083
2.5462649463155684,0.5187337607595432,-4.540806541064611
4.761177383853803,0.18934028742801842,-4.77240903722959
6.430158561696585,0.54721943918086,-3.2548669562333115
9.836716539864652,0.18149947607214523,-4.023272890038123
2.2239981418815553,0.7701196456353261,-2.478913772727256
5.915874974484943,0.08918427797073131,-4.92326031946405
9.727517333077524,0.9977666031308094,-3.3328244495925197
5.373795273109191,0.30108940487203334,-4.256042501508724
3.310609097550325,0.9148782378153382,-2.8977094904394027
3.0037928536618828,0.9992205817535986,-1.2140148407595412
5.03618479207221,0.4607360034059754,-2.409719830035932
9.135953828045215,0.20484014420072405,-0.7717143029775356
6.792550217301438,0.9003046886937717,-2.005867170131442
4.780494702132023,0.9140806486021058,-1.1410816525153715
8.018093302660517,0.37232597250767646,-4.740457192871495
3.9417369453018978,0.6834976007244529,-2.8387765467491293
9.969389865165887,0.1665448432991112,-3.8423177241945403
1.0258516958654154,0.8249747255872036,-2.485563249080417
1.9946449559546846,0.015269164482015004,-0.7146544799533291
6.4612024607650715,0.7005272000781085,-4.41515108395973
1.835047265401665,0.8328086994827067,-0.8851148071554494
8.9084413636942,0.5297678756623544,-1.458910567200226
0.11454742498196893,0.07960992793853237,-2.08097866618001
3.948868074750586,0.42347685592095186,-1.708752340540207
0.8495227116390758,0.6117598679780392,-4.2096875293279865
9.56330108352992,0.5685112315404122,-3.1768750617558155
0.38881846047705815,0.7229217247891411,-4.626173474629522
5.2392635444072075,0.3426777297959563,-2.3554004784931886
8.247700326931819,0.2807098792807642,-3.411953368929531
0.2672571704346292,0.9103341738463471,-4.195592629102505
6.731573241806927,0.9411615481153813,-1.0806251197117598
1.2960737796576522,0.27642357827448766,-3.4878066284187
9.232020689061365,0.6267114809971337,-3.666015190822815
2.755191501947492,0.744208681670235,-2.6135667671752643
8.278784155128148,0.3647220945181097,-2.2878076215738754
0.8830719655064513,0.3080596004503637,-1.9374846994922448
3.8787106060322056,0.5262106515849154,-4.122678573468676
0.4625187135748663,0.39784075905769933,-4.775140743460711
2.9903206956916084,0.9681817463849459,-0.9900942576484623
4.66952699871659,0.4582633156473042,-3.349863867981613
3.4711650889672714,0.08505280489193134,-3.264127150413338
9.003127749131998,0.8193845430925334,-2.029115476812505
9.935924007269758,0.33304678093406004,-2.9982219517349677
2.521364624213418,0.8754628364594403,-4.294892837290176
9.563847672836792,0.30057837305877344,-2.828278473003741
5.453605863512744,0.04264611491418355,-2.049241583934911
1.8756757760713139,0.7824061801576138,-4.985715893715815
9.054363818404793,0.8192569305631933,-0.7922174286787974
6.033705155583227,0.930098260310402,-4.76538193669423
8.9615279223983,0.56288256401889,-2.0398401960715558
3.8732246192772113,0.8260852129068749,-3.65615146393999
6.485956096982809,0.1982486687517079,-4.8354152031388224
5.731624662706171,0.6788099360121418,-1.411376448529734
6.047242356544347,0.9794744499391883,-1.1199213807413926
3.756489381465916,0.27620479839475504,-3.7011422882781755
9.85848860796524,0.6846534753414943,-0.9250798580256585
2.265290039251659,0.02337642928988607,-4.456948512473867
6.764302974836575,0.4525817650214627,-4.455009029073653
9.172381811500415,0.38902576850530046,-3.7261759635090708
7.44097735869602,0.6586396225189762,-4.392976385990377
4.3991426684230985,0.4867445107988541,-4.518431552159869
2.6495921735725187,0.28804670157368256,-3.2681670053637184
1.8503517408930779,0.26377256961539053,-3.108336875016526
5.957828364200688,0.46115220099282467,-2.340513809281822
8.771136862436935,0.6623482987496554,-2.581075294876559
9.233885364038295,0.2415847267401201,-0.7980081483977977
5.1971341396756285,0.026131997419725512,-2.145630699527565
5.26207338370165,0.23526211761903837,-1.2091254828253544
9.892444395779496,0.403964732280575,-0.8571105783719367
4.2286127619218705,0.7624695907381471,-4.542084031599461
9.188267076407637,0.7092011394255896,-1.1675398993167592
2.5756568515890805,0.5905209785039203,-1.205506356137687
2.4085680660114885,0.8195100076809406,-3.0875030552831277
0.5124187289599021,0.9989595517718451,-3.595166226817438
7.910337843971566,0.010463831522315897,-1.2271178918799568
8.476332881015441,0.25862159018934,-1.0680865566121833
8.540274922895508,0.9994637836023258,-3.2600343829536493
9.255749009815181,0.7231271081520231,-1.1116770554421302
2.1552611322347404,0.8234065762157767,-1.4835374125528866
6.086857852590324,0.7215183513433578,-1.4871065143598157
9.123644140692344,0.32918535228874113,-1.2029780657871234
7.192374477768141,0.7669069067437018,-3.7973939146311615
4.928035784661148,0.01356890472986451,-2.042325265966815
8.961716394613292,0.3067018948119838,-4.527075524722299
6.444322346887417,0.11820755696363772,-0.7575609193032048
8.641295643660648,0.07470942785685265,-3.949699982795344
7.285380136213263,0.6624181203338757,-2.2899396307336852
4.98807372795503,0.8153154594330331,-3.46833801478662
3.0052210271966575,0.36247179278659214,-4.0859896788702725
2.6195043980288473,0.8401320681375638,-2.6555294406004557
4.528848622267114,0.4969981747353411,-4.973078699425822
3.8814226138398054,0.9298287979595751,-3.8784663552376446
9.456178997869454,0.5362336665333789,-3.5396927736482735
0.39953517398663996,0.5330760427336521,-0.6867686229635956
9.630120788220118,0.8784030588363912,-3.0134487194145696
0.7745110081681349,0.7072227397362087,-4.973432003750283
4.610313869479356,0.60147855298195,-3.470473516003488
7.570043497448055,0.2964961740947123,-4.5816709102227
8.838248428574408,0.07459514116474741,-2.03002025443934
1.7307883625806622,0.7079636369426876,-4.2259507367833695
9.74399406131113,0.7186888198101896,-3.0178297508816456
0.5196497855249416,0.12485579519640243,-2.0252026209396563
6.600808868132716,0.9529093903404057,-2.1604646438353075
7.751592653894468,0.6395825754927699,-1.0967949669409636
2.930046338257532,0.23577465975192202,-0.8050633018993325
5.126090295448136,0.11122987049071899,-4.728287782516182
3.9159419190359355,0.2689011278254909,-2.6390909403514304
0.2114191918176314,0.48772354332191226,-4.6867088572695215
0.8440152450078136,0.913236678179591,-3.7397659028133505
2.385935402907908,0.3439901391948389,-1.924684378204677
1.6613467902238748,0.21384505793004924,-2.9658849925928163
2.151548079609656,0.755786326975139,-2.635704321575092
3.417460260192436,0.8579653999933378,-0.7398620004561381
2.910484226833663,0.41592703848554646,-2.723501345341957
2.1649211746466843,0.3493600752557114,-3.4482423190856566
0.7833416578701728,0.2604147216153481,-2.0008604561973398
5.875402207613237,0.936535181258576,-4.719956203953928
3.9860823990568175,0.6069226298144864,-3.8127034775756994
1.1410675411662556,0.906419861985832,-3.432006659248493
1.9423924385042022,0.4964557208802546,-2.2508470210064866
3.9910144564673984,0.5184935304915047,-2.7371531031518312
7.555217694921698,0.8922845805922998,-3.9247799453757857
1.1978535016523555,0.2768272476035302,-1.7791484307233465
5.293201595883594,0.22671756535168747,-3.3323991805611555
2.2894170527102835,0.5378528852938178,-4.192968041283045
6.938458905130344,0.3419973055086636,-4.036507195555906
4.7740784672073815,0.4826295490121834,-1.4154954163112605
6.533471219146989,0.36854799979816466,-2.166335132544667
7.165941986490514,0.804597259980477,-2.9474717371343764
